samebib(class_250,class_327).
samebib(class_937,class_1033).
samebib(class_937,class_1044).
samebib(class_937,class_1047).
samebib(class_938,class_911).
samebib(class_938,class_912).
samebib(class_938,class_913).
samebib(class_938,class_914).
samebib(class_938,class_917).
samebib(class_938,class_918).
samebib(class_938,class_919).
samebib(class_938,class_920).
samebib(class_938,class_921).
samebib(class_938,class_922).
samebib(class_938,class_923).
samebib(class_938,class_924).
samebib(class_938,class_925).
samebib(class_938,class_926).
samebib(class_938,class_927).
samebib(class_938,class_928).
samebib(class_938,class_929).
samebib(class_938,class_1025).
samebib(class_938,class_1027).
samebib(class_938,class_1028).
samebib(class_938,class_1030).
samebib(class_938,class_1031).
samebib(class_938,class_1032).
samebib(class_938,class_1033).
samebib(class_938,class_1044).
samebib(class_938,class_1047).
samebib(class_939,class_911).
samebib(class_939,class_912).
samebib(class_939,class_913).
samebib(class_939,class_914).
samebib(class_939,class_917).
samebib(class_939,class_918).
samebib(class_939,class_919).
samebib(class_939,class_920).
samebib(class_939,class_921).
samebib(class_939,class_922).
samebib(class_939,class_923).
samebib(class_939,class_924).
samebib(class_939,class_925).
samebib(class_939,class_926).
samebib(class_939,class_927).
samebib(class_939,class_928).
samebib(class_939,class_929).
samebib(class_939,class_1025).
samebib(class_939,class_1027).
samebib(class_939,class_1028).
samebib(class_939,class_1030).
samebib(class_939,class_1031).
samebib(class_939,class_1032).
samebib(class_939,class_1033).
samebib(class_939,class_1044).
samebib(class_939,class_1047).
samebib(class_940,class_911).
samebib(class_940,class_912).
samebib(class_940,class_913).
samebib(class_940,class_914).
samebib(class_940,class_917).
samebib(class_940,class_918).
samebib(class_940,class_919).
samebib(class_940,class_920).
samebib(class_940,class_921).
samebib(class_940,class_922).
samebib(class_940,class_923).
samebib(class_940,class_924).
samebib(class_940,class_925).
samebib(class_940,class_926).
samebib(class_940,class_927).
samebib(class_940,class_928).
samebib(class_940,class_929).
samebib(class_940,class_1025).
samebib(class_940,class_1027).
samebib(class_940,class_1028).
samebib(class_940,class_1030).
samebib(class_940,class_1031).
samebib(class_940,class_1032).
samebib(class_940,class_1033).
samebib(class_940,class_1044).
samebib(class_940,class_1047).
samebib(class_941,class_911).
samebib(class_941,class_912).
samebib(class_941,class_913).
samebib(class_941,class_914).
samebib(class_941,class_917).
samebib(class_941,class_918).
samebib(class_941,class_919).
samebib(class_941,class_920).
samebib(class_941,class_921).
samebib(class_941,class_922).
samebib(class_941,class_923).
samebib(class_941,class_924).
samebib(class_941,class_925).
samebib(class_941,class_926).
samebib(class_941,class_927).
samebib(class_941,class_928).
samebib(class_941,class_929).
samebib(class_941,class_1025).
samebib(class_941,class_1027).
samebib(class_941,class_1028).
samebib(class_941,class_1030).
samebib(class_941,class_1031).
samebib(class_941,class_1032).
samebib(class_941,class_1033).
samebib(class_941,class_1044).
samebib(class_941,class_1047).
samebib(class_942,class_911).
samebib(class_942,class_912).
samebib(class_942,class_913).
samebib(class_942,class_914).
samebib(class_942,class_917).
samebib(class_942,class_918).
samebib(class_942,class_919).
samebib(class_942,class_920).
samebib(class_942,class_921).
samebib(class_942,class_922).
samebib(class_942,class_923).
samebib(class_942,class_924).
samebib(class_942,class_925).
samebib(class_942,class_926).
samebib(class_942,class_927).
samebib(class_942,class_928).
samebib(class_942,class_929).
samebib(class_942,class_1025).
samebib(class_942,class_1027).
samebib(class_942,class_1028).
samebib(class_942,class_1030).
samebib(class_942,class_1031).
samebib(class_942,class_1032).
samebib(class_942,class_1033).
samebib(class_942,class_1044).
samebib(class_942,class_1047).
samebib(class_943,class_911).
samebib(class_943,class_912).
samebib(class_943,class_913).
samebib(class_943,class_914).
samebib(class_943,class_917).
samebib(class_943,class_918).
samebib(class_943,class_919).
samebib(class_943,class_920).
samebib(class_943,class_921).
samebib(class_943,class_922).
samebib(class_943,class_923).
samebib(class_943,class_924).
samebib(class_943,class_925).
samebib(class_943,class_926).
samebib(class_943,class_927).
samebib(class_943,class_928).
samebib(class_943,class_929).
samebib(class_943,class_1025).
samebib(class_943,class_1026).
samebib(class_943,class_1027).
samebib(class_943,class_1028).
samebib(class_943,class_1030).
samebib(class_943,class_1031).
samebib(class_943,class_1032).
samebib(class_943,class_1033).
samebib(class_943,class_1044).
samebib(class_943,class_1045).
samebib(class_943,class_1046).
samebib(class_943,class_1047).
samebib(class_943,class_1048).
samebib(class_944,class_911).
samebib(class_944,class_912).
samebib(class_944,class_913).
samebib(class_944,class_914).
samebib(class_944,class_917).
samebib(class_944,class_918).
samebib(class_944,class_919).
samebib(class_944,class_920).
samebib(class_944,class_921).
samebib(class_944,class_922).
samebib(class_944,class_923).
samebib(class_944,class_924).
samebib(class_944,class_925).
samebib(class_944,class_926).
samebib(class_944,class_927).
samebib(class_944,class_928).
samebib(class_944,class_929).
samebib(class_944,class_1025).
samebib(class_944,class_1026).
samebib(class_944,class_1027).
samebib(class_944,class_1028).
samebib(class_944,class_1030).
samebib(class_944,class_1031).
samebib(class_944,class_1032).
samebib(class_944,class_1033).
samebib(class_944,class_1044).
samebib(class_944,class_1045).
samebib(class_944,class_1046).
samebib(class_944,class_1047).
samebib(class_944,class_1048).
samebib(class_945,class_911).
samebib(class_945,class_912).
samebib(class_945,class_913).
samebib(class_945,class_914).
samebib(class_945,class_917).
samebib(class_945,class_918).
samebib(class_945,class_919).
samebib(class_945,class_920).
samebib(class_945,class_921).
samebib(class_945,class_922).
samebib(class_945,class_923).
samebib(class_945,class_924).
samebib(class_945,class_925).
samebib(class_945,class_926).
samebib(class_945,class_927).
samebib(class_945,class_928).
samebib(class_945,class_929).
samebib(class_945,class_1025).
samebib(class_945,class_1026).
samebib(class_945,class_1027).
samebib(class_945,class_1028).
samebib(class_945,class_1030).
samebib(class_945,class_1031).
samebib(class_945,class_1032).
samebib(class_945,class_1033).
samebib(class_945,class_1044).
samebib(class_945,class_1045).
samebib(class_945,class_1046).
samebib(class_945,class_1047).
samebib(class_945,class_1048).
samebib(class_946,class_911).
samebib(class_946,class_912).
samebib(class_946,class_913).
samebib(class_946,class_914).
samebib(class_946,class_917).
samebib(class_946,class_918).
samebib(class_946,class_919).
samebib(class_946,class_920).
samebib(class_946,class_921).
samebib(class_946,class_922).
samebib(class_946,class_923).
samebib(class_946,class_924).
samebib(class_946,class_925).
samebib(class_946,class_926).
samebib(class_946,class_927).
samebib(class_946,class_928).
samebib(class_946,class_929).
samebib(class_946,class_1025).
samebib(class_946,class_1026).
samebib(class_946,class_1027).
samebib(class_946,class_1028).
samebib(class_946,class_1030).
samebib(class_946,class_1031).
samebib(class_946,class_1032).
samebib(class_946,class_1033).
samebib(class_946,class_1044).
samebib(class_946,class_1045).
samebib(class_946,class_1046).
samebib(class_946,class_1047).
samebib(class_946,class_1048).
samebib(class_947,class_911).
samebib(class_947,class_912).
samebib(class_947,class_913).
samebib(class_947,class_914).
samebib(class_947,class_917).
samebib(class_947,class_918).
samebib(class_947,class_919).
samebib(class_947,class_920).
samebib(class_947,class_921).
samebib(class_947,class_922).
samebib(class_947,class_923).
samebib(class_947,class_924).
samebib(class_947,class_925).
samebib(class_947,class_926).
samebib(class_947,class_927).
samebib(class_947,class_928).
samebib(class_947,class_929).
samebib(class_947,class_1025).
samebib(class_947,class_1026).
samebib(class_947,class_1027).
samebib(class_947,class_1028).
samebib(class_947,class_1030).
samebib(class_947,class_1031).
samebib(class_947,class_1032).
samebib(class_947,class_1033).
samebib(class_947,class_1044).
samebib(class_947,class_1045).
samebib(class_947,class_1046).
samebib(class_947,class_1047).
samebib(class_947,class_1048).
samebib(class_948,class_911).
samebib(class_948,class_912).
samebib(class_948,class_913).
samebib(class_948,class_914).
samebib(class_948,class_917).
samebib(class_948,class_918).
samebib(class_948,class_919).
samebib(class_948,class_920).
samebib(class_948,class_921).
samebib(class_948,class_922).
samebib(class_948,class_923).
samebib(class_948,class_924).
samebib(class_948,class_925).
samebib(class_948,class_926).
samebib(class_948,class_927).
samebib(class_948,class_928).
samebib(class_948,class_929).
samebib(class_948,class_1025).
samebib(class_948,class_1026).
samebib(class_948,class_1027).
samebib(class_948,class_1028).
samebib(class_948,class_1030).
samebib(class_948,class_1031).
samebib(class_948,class_1032).
samebib(class_948,class_1033).
samebib(class_948,class_1044).
samebib(class_948,class_1045).
samebib(class_948,class_1046).
samebib(class_948,class_1047).
samebib(class_948,class_1048).
samebib(class_949,class_911).
samebib(class_949,class_912).
samebib(class_949,class_913).
samebib(class_949,class_914).
samebib(class_949,class_917).
samebib(class_949,class_918).
samebib(class_949,class_919).
samebib(class_949,class_920).
samebib(class_949,class_921).
samebib(class_949,class_922).
samebib(class_949,class_923).
samebib(class_949,class_924).
samebib(class_949,class_925).
samebib(class_949,class_926).
samebib(class_949,class_927).
samebib(class_949,class_928).
samebib(class_949,class_929).
samebib(class_949,class_1025).
samebib(class_949,class_1026).
samebib(class_949,class_1027).
samebib(class_949,class_1028).
samebib(class_949,class_1030).
samebib(class_949,class_1031).
samebib(class_949,class_1032).
samebib(class_949,class_1033).
samebib(class_949,class_1044).
samebib(class_949,class_1045).
samebib(class_949,class_1046).
samebib(class_949,class_1047).
samebib(class_949,class_1048).
samebib(class_950,class_911).
samebib(class_950,class_912).
samebib(class_950,class_913).
samebib(class_950,class_914).
samebib(class_950,class_917).
samebib(class_950,class_918).
samebib(class_950,class_919).
samebib(class_950,class_920).
samebib(class_950,class_921).
samebib(class_950,class_922).
samebib(class_950,class_923).
samebib(class_950,class_924).
samebib(class_950,class_925).
samebib(class_950,class_926).
samebib(class_950,class_927).
samebib(class_950,class_928).
samebib(class_950,class_929).
samebib(class_950,class_1025).
samebib(class_950,class_1026).
samebib(class_950,class_1027).
samebib(class_950,class_1028).
samebib(class_950,class_1030).
samebib(class_950,class_1031).
samebib(class_950,class_1032).
samebib(class_950,class_1033).
samebib(class_950,class_1044).
samebib(class_950,class_1045).
samebib(class_950,class_1046).
samebib(class_950,class_1047).
samebib(class_950,class_1048).
samebib(class_951,class_911).
samebib(class_951,class_912).
samebib(class_951,class_913).
samebib(class_951,class_914).
samebib(class_951,class_917).
samebib(class_951,class_918).
samebib(class_951,class_919).
samebib(class_951,class_920).
samebib(class_951,class_921).
samebib(class_951,class_922).
samebib(class_951,class_923).
samebib(class_951,class_924).
samebib(class_951,class_925).
samebib(class_951,class_926).
samebib(class_951,class_927).
samebib(class_951,class_928).
samebib(class_951,class_929).
samebib(class_951,class_1025).
samebib(class_951,class_1026).
samebib(class_951,class_1027).
samebib(class_951,class_1028).
samebib(class_951,class_1030).
samebib(class_951,class_1031).
samebib(class_951,class_1032).
samebib(class_951,class_1033).
samebib(class_951,class_1044).
samebib(class_951,class_1045).
samebib(class_951,class_1046).
samebib(class_951,class_1047).
samebib(class_951,class_1048).
samebib(class_952,class_911).
samebib(class_952,class_912).
samebib(class_952,class_913).
samebib(class_952,class_914).
samebib(class_952,class_917).
samebib(class_952,class_918).
samebib(class_952,class_919).
samebib(class_952,class_920).
samebib(class_952,class_921).
samebib(class_952,class_922).
samebib(class_952,class_923).
samebib(class_952,class_924).
samebib(class_952,class_925).
samebib(class_952,class_926).
samebib(class_952,class_927).
samebib(class_952,class_928).
samebib(class_952,class_929).
samebib(class_952,class_1025).
samebib(class_952,class_1026).
samebib(class_952,class_1027).
samebib(class_952,class_1028).
